Name	zHel	t0		x1	c	sigt0	sigx1 sigc
ZTF18aboztku 0.08016846 2458361.897284578 -1.008584859721713 -0.015348054185569606 0.4415684116538614 0.8963798716658748 0.045900228518157254
ZTF18abqdadp 0.039545300000000005 2458371.665592942 0.4072757476248124 -0.09355449004710319 0.1410256081726402 0.20245808777480756 0.0280535744384254
ZTF18abqjurg 0.07931267 2458368.5826479592 1.1238206250902025 -0.022798966751856848 0.3361173563171178 0.5147720808230034 0.04407453377895281
ZTF18abqlpgq 0.09526871 2458367.0974010574 0.4016543462992642 -0.05192540796519984 0.2763599723111838 0.31904348885796346 0.034772638993002265
ZTF18abrqedj 0.03713752082760143 2458373.738990319 -0.17257701574689144 -0.02177681640492602 0.1020519589073956 0.1417023209467125 0.02785012155765784
ZTF18abryqnn 0.069763 2458366.7830272997 -0.26844692095998357 0.043752510029638494 0.1229912550188601 0.14229802505633896 0.028706219140168535
ZTF18abrzbyt 0.02689051 2458376.589662941 8.630738586843432 0.8408628602541949 0.9575303681194782 1.658302794282759 0.09058135301795218
ZTF18absbsoz 0.0871 2458370.1376883434 0.010526459130195407 0.05910058867851555 0.34062000503763556 0.512995765760042 0.0383466036145341
ZTF18abshmro 0.05430928 2458365.85310865 -2.12215927871339 0.34988831603507103 0.16755725676193833 0.2246707109467002 0.03181755898149375
ZTF18abshtdj 0.06157759313337273 2458371.673685118 0.7474803287008198 0.19211530616544423 0.10271949833258986 0.17794611803431393 0.028163796730097907
ZTF18absnqyo 0.03861 2458374.9648139933 -2.820663053685747 0.18318941755802562 0.1653713178820908 0.2966586646996482 0.03546000562674574
ZTF18absstyb 0.0527325 2458376.5485305437 -0.5685231723231119 -0.022999313242807913 0.6311700546648353 0.5846507086475801 0.04073720710627598
ZTF18abssukb 0.11025560000000001 2458375.1192660276 -0.6683318835307209 -0.05637428807186215 2.6336668368894607 2.147029681364831 0.07810676750714067
ZTF18abssuxz 0.06491995 2458377.8345276024 -1.9794321467358393 -0.03298614388213934 0.21981688309460878 0.3529618577735521 0.028807691993040046
ZTF18abtfrbf 0.05702774 2458377.8578075822 -1.2102673091348024 0.02663769041765368 0.14431476430036128 0.19544488881503225 0.028756234620464442
ZTF18abtrvkm 0.038002758540665545 2458365.9620304084 -2.1638862186304353 0.05786662682378438 0.07979255891405046 0.10585512602177516 0.02806857969663374
ZTF18abuhyjv 0.04711996 2458387.765004552 0.858407489165162 -0.05515082470572884 0.09439667407423258 0.11893226660348451 0.028839269006286083
ZTF18abuhzfc 0.03719110941955958 2458383.746255074 -0.41492655225194897 0.14462450928372078 0.09291665931232274 0.10224618202044478 0.027139426750034473
ZTF18abujnlz 0.02865592 2458369.7676163074 2.4420211884890266 0.577172180511444 1.4944320602808148 1.703665740377174 0.13582494545049678
ZTF18abupgps 0.099345 2458445.01418662 1.60789198949507 -0.024689165914143593 0.6980465282686055 0.9841640643648157 0.13859254853117425
ZTF18abupgql 0.04616641 2458384.660707041 -2.087968085804436 -0.020599784892142314 0.14543045475147665 0.19180605647574214 0.030718190878974354
ZTF18abuqugw 0.03104095 2458385.750459673 -0.7741704577982818 -0.11096616409697667 0.09549527475610375 0.12922469900407302 0.026907214133811776
ZTF18abuxjrd 0.07132095 2458385.3319506184 -0.27019084351673434 0.258524905854493 0.210427989019081 0.23299144411332923 0.031942087616497895
ZTF18abuykiu 0.04397466091571319 2458373.0254406463 0.30300286344471145 0.5916085750838115 0.13962691579945385 0.22582901563399635 0.030445478745195452
ZTF18abvejbm 0.04416009 2458386.648421391 -1.2442396999007412 0.02635277905053887 0.1328933616168797 0.1675800698833805 0.03306494077213999
ZTF18abvrzqj 0.101223 2458388.763454335 0.00795089036080047 -0.08035079091284962 0.4193274334538728 0.42546130903267043 0.046772427354005844
ZTF18abwbaim 0.1071876334417054 2458388.10336013 -1.0540105787339547 -0.013864369015403189 0.5011455770581961 0.5085368650496289 0.04681143924289719
ZTF18abwlonm 0.07018422 2458388.429724438 1.335498298831502 -0.00203483501264659 0.6463004644028842 0.3998996712283391 0.043758454117149924
ZTF18abwlopg 0.08328751 2458383.5048101284 2.1251525371186593 0.17991187424514823 0.7339319775346667 0.8119883840180834 0.07222796635336258
ZTF18abwmuua 0.06424318 2458388.127741057 -0.9864645112293235 -0.004355691753490228 0.18688981025479734 0.22310362567773842 0.02931258996646216
ZTF18abxbwwf 0.0599695 2458390.083492561 2.1571371211670076 0.16284548300633805 1.2730548188555986 1.5751121697156918 0.0949718316197737
ZTF18abykswp 0.03594071648767805 2458399.361012952 -0.6334318521866436 0.13951812031975344 0.061638490529730916 0.0586410445992193 0.028446708958428036
ZTF18abyxwrf 0.020301949280235324 2458403.036222708 0.5459465913846312 0.24310290673587331 0.0974950937088579 0.09990244620652228 0.0311154085672728
ZTF18abyzlhn 0.05449410166372802 2458383.9851829885 0.13099798598230847 -0.028546918246788174 0.17365146172232926 0.2430836574696265 0.02987988315186207
ZTF18abzbkby 0.02588561 2458402.1173579325 -0.05909349890126715 -0.0014928243939246024 0.11551428213715553 0.09451373255829586 0.03010734523815648
ZTF18abzpbpi 0.08929988 2458392.454372963 0.7349285817719408 -0.00497419001412547 0.23237787908874452 0.20698580924831883 0.03674702383104391
ZTF18acafztq 0.07257641 2458397.390097976 1.0082243227247696 0.11619499923947134 0.6971585210412741 0.9162398689670173 0.06496561913810192
ZTF18acaipdc 0.060658 2458407.811996262 -1.196739487222508 0.039334810263920765 0.24058095016516745 0.4078509708543661 0.050748797845348276
ZTF18acbudzh 0.03634158 2458414.477574629 0.022720912417915764 0.5435975607724514 1.0863254426512867 0.4142642139657375 0.04516039229914013
ZTF18acbudzo 0.04181543325894589 2458410.583484192 -2.0844985221439183 0.2002221166482045 0.49022663943469524 0.3968650420736851 0.1161025274318019
ZTF18acbufud 0.08420382 2458419.627056031 -1.3487694554975986 0.07188930089825611 3.04750803951174 1.0160993750508225 0.10935300234425104
ZTF18acbujhw 0.016208022304453607 2458431.812852145 -0.8980552429390604 0.6552955771536146 0.08355821459554136 0.0840817392581892 0.029566533932592082
ZTF18acbvbox 0.03486930070011848 2458415.18333585 -0.9176349880876663 0.40902542642468764 2.363825766602531 0.48936701760622453 0.09755091284535343
ZTF18acbvgqw 0.008095363169817495 2458438.349999815 4.932771879058343 -0.616853795786466 0.0004475612659007311 0.40138998410684884 0.06135868617235417
ZTF18acbvgtu 0.0302473120070305 2458408.991030709 -2.070775469768495 0.4712183978128573 0.3776074897032231 0.3091221715419762 0.1035854769624642
ZTF18acbwarv 0.06453508 2458428.9296373003 0.23524610504381313 -0.03619211301472297 0.16134305344894528 0.1095783450627832 0.02764035615016297
ZTF18acbwasl 0.098 2458422.7669724417 -0.43849067817990867 -0.057581587521680855 0.6050434291828424 0.26200020921646683 0.03738249336104757
ZTF18acbwawc 0.03953466839548354 2458420.5109028667 3.2938057045862084 0.7080509348952385 1.0275790533050895 0.4139651798589723 0.0397460830486295
ZTF18acbxhua 0.05026099401400801 2458422.319811599 1.0554325525115744 -0.056909533023833614 1.1055253099184483 0.8004961842169311 0.03178713741835093
ZTF18acbxhui 0.07257537462759041 2458415.8274484877 -0.08501932405441343 0.1957285331168823 1.4607958090491593 0.849331961940039 0.09443314822404185
ZTF18acbxkpa 0.078778 2458416.890581907 -3.070747604268444 -0.10349230629256138 1.5885780772659928 1.5881596128833946 0.1655875677348668
ZTF18acbzojv 0.027668454109056783 2458430.7433728096 5.936529162503106 0.8997705466873571 0.7081786573398858 0.514823897476865 0.04168898302422143
ZTF18acbzpxx 0.08834532 2458426.402033622 1.5543223885840463 -0.022492677878405042 0.6175234366673976 0.4112166006150758 0.03416249874878158
ZTF18acbzvqj 0.03830707 2458404.779244248 1.6145440897408183 0.28567417729780953 0.8893271575216204 0.38403001526243397 0.0676396949289119
ZTF18aabdgik 0.021604 2458428.5936891353 0.7461509924400741 -0.08092029787656603 0.5180517793633044 0.21113817862881873 0.033117418411441606
ZTF18aabstmw 0.02308648 2458192.587323501 -1.3419377613193464 0.4450195411030488 0.09563409676775336 0.14342349135153176 0.05461889927895178
ZTF18aabsyqp 0.07667208 2458178.854264668 1.6252228483652504 -0.055365597254385786 1.441439923364669 0.39492385420458304 0.11305819055396606
ZTF18aabtaor 0.07983481 2458191.6391252656 0.6441628378463584 -0.04382604903091776 0.3452615840360522 0.4252219959456874 0.056083470378954524
ZTF18aabxrjp 0.07917714 2458193.4818661255 -0.7904077955506029 0.016950128479300903 0.21912776492536068 0.433476430797338 0.05877486821160035
ZTF18aaemivw 0.06806319 2458411.6340814615 0.6168321690583717 0.17593986086311303 5.138479173183441e-05 0.2047839373693624 0.036978117712932274
ZTF18aagrtxs 0.02970885 2458213.734199283 -0.8724188031349155 -0.1187251260366088 0.038370196241885424 0.027060610723190825 0.027364556825612462
ZTF18aagtcxj 0.03235259 2458214.160275949 -2.11499263528533 0.5651122825183055 0.05630699126049876 0.051437063128441984 0.031643743309946085
ZTF18aaguhgb 0.12428789999999999 2458216.0020163986 0.7753431330890717 0.0015861351436285377 0.08352478849701583 0.12243115987235945 0.03483387610818785
ZTF18aahfeiy 0.07123715 2458214.5894302963 1.4473620456087384 0.15855541362120507 0.2963684913702309 0.22331935355888446 0.045976899939678274
ZTF18aahfgsk 0.05376839 2458216.2856991156 -0.283331835437358 -0.4290700179985378 0.27221389464102685 0.12164709401645087 0.16369976202900327
ZTF18aahfgyz 0.012012 2458216.3799703675 -2.6128497955677936 0.4224551721442361 0.1817196647170931 0.07863579800297535 0.0466420840699635
ZTF18aahfzea 0.02435577 2458220.8837692076 0.11245499822115093 -0.09314318354399566 0.1801148245576769 0.0761789577854949 0.031398796927020946
ZTF18aahheaj 0.05270904 2458226.2464673775 0.7296324026308967 -0.01189131698414665 0.1693995245732367 0.1370803694871482 0.03142109654457272
ZTF18aahhenr 0.07637882 2458222.4904301306 0.9307350801583683 -0.0521283184361984 0.3061104549560696 0.2293544084929748 0.034631342558804096
ZTF18aahjafd 0.0358346 2458231.130114035 -0.37954515293026925 0.33204444522334786 0.06475440599024296 0.0713634714278616 0.028372350495524033
ZTF18aahjaxz 0.04630438 2458226.7552715805 -2.6757071123200986 0.42445829802446494 0.18250797409564257 0.21308580330829466 0.04471242795308426
ZTF18aahptcq 0.06349391 2458221.2943157456 0.7291752411398714 0.22081629114137422 0.26275593554601073 0.19767499902304964 0.053178099525669674
ZTF18aahpzhc 0.03821306 2458206.054706278 -1.4170223256537404 0.26909301300041966 0.42509970953688025 0.21040520065574975 0.03841301136673337
ZTF18aahsmrw 0.07839277 2458234.185857165 -0.7640638509445747 0.1964126078674969 0.16794441174715757 0.13419925613280628 0.03418186128655039
ZTF18aaiiigm 0.07821687 2458538.346681033 7.786656594305083 0.21601659160931283 0.5874479797203094 0.625862887340952 0.038184069142080355
ZTF18aailvrv 0.06212882 2458231.028119981 -1.693063687601529 0.16125262543525953 0.07883807295002043 0.0880872572797271 0.02851296169984144
ZTF18aairuad 0.06456795 2458229.5867465357 0.4441781744492778 0.06847053217549277 0.07427815557457507 0.0795411516292898 0.02877012817742245
ZTF18aaiwkwk 0.08583829 2458234.6275165784 0.5784590545167904 0.0020853670591430714 0.05163322598673403 0.050099947712693195 0.028210667865720414
ZTF18aajnyyp 0.08496041 2458232.0794890164 -0.6188717896935639 0.11540477467591694 0.11012499802745879 0.12122822550984268 0.030544963920932637
ZTF18aajpjdi 0.07461706 2458237.767325401 0.8245666742684624 0.0008412620536143763 0.0894419823307544 0.10552612883139223 0.028618239481559112
ZTF18aajtlbf 0.02783472 2458228.392454362 -2.6865638166202874 0.08270056309350605 0.0731608762871474 0.06458456517669087 0.029503974606238697
ZTF18aajwdwz 0.09719001 2458228.142453133 1.1071550252733804 -0.08829477898614646 0.7130575713235885 0.6243842135893725 0.05470498550431094
ZTF18aakaljn 0.06990957 2458233.6487312345 1.4647238596020558 0.2127887952737418 0.3306353399530053 0.4085375213000917 0.046604898230959084
ZTF18aakecej 0.06645045 2458231.7774673956 -1.7539671394794742 -0.03761292694294989 0.0719604876358062 0.078638334150123 0.02795002229434688
ZTF18aaklpdo 0.04600617139652345 2458435.3911727285 -0.4899110901008309 -0.023228568656796216 0.09011267288587987 0.0673938325788364 0.027505209102035525
ZTF18aakoylt 0.08760596 2458238.851920885 0.8838700160762469 0.016920010532144467 0.209026099415496 0.24698632262353848 0.03299273610824915
ZTF18aamsgjq 0.06002244 2458426.1965797273 -1.9223323953344265 -0.07607800363349826 0.7907723251264542 0.6880356731746669 0.03696835606765826
ZTF18aansqun 0.05964478 2458314.315797561 -1.6562432567466658 0.34011989404009263 0.08701263833791018 0.14551150133709836 0.03038405018831128
ZTF18aaobjwr 0.11040530000000001 2458236.9834413226 -1.0376348605436407 -0.011324485991126834 0.36836201581172645 0.5557992871859857 0.049861588831038
ZTF18aaotzhu 0.07152984 2458237.0233108825 -1.3732230549055673 -0.06042574609584456 0.23373899445869029 0.2863309515956722 0.04518620680998775
ZTF18aaovbiy 0.07743099 2458241.1981636095 -1.5507018795497127 -0.12890185539678792 0.250453025335446 0.23945768773405993 0.04819412001721463
ZTF18ablrljh 0.09395919999999999 2458342.6313203718 -0.0766704838591584 -0.014982511933475395 0.13524487242102623 0.15611559635522332 0.03826905658828754
ZTF18aapqwyv 0.05596443 2458244.5287053487 -1.9852934624611664 0.0924597722779368 0.10564580303616822 0.07739195259993341 0.029539468831281262
ZTF18aapsedq 0.07193439 2458247.9933635686 -0.046078393904234925 -0.06776496079211673 0.06609975080937147 0.06351294804000958 0.027720938925369247
ZTF18aaqcozd 0.07321198 2458253.718857268 -1.1630198400989702 -0.05706707619172136 0.08653234387747943 0.11859938347726746 0.027807609787015804
ZTF18aaqcqkv 0.117414 2458248.101616409 -1.5732344331232406 -0.06504603856529897 0.19532241905108094 0.3830404111032952 0.03531116994411948
ZTF18aaqcugm 0.06183284 2458255.652161584 -0.9142380449919023 -0.06897369753355362 0.047577749006450176 0.059106211680956984 0.026968026098032054
ZTF18aaqedfj 0.06232362 2458242.4672626182 -0.7083727753231709 -0.08102810158507788 0.1553059748839587 0.10887653538892372 0.03146716554212039
ZTF18aaqehoc 0.062157900000000016 2458251.561835239 -0.8701442071783206 0.0206119835861923 0.04711097362451255 0.05345957055566644 0.027262469773027743
ZTF18aaqfziz 0.05382606 2458246.0481446376 -1.2744399917280886 0.22430946146582323 0.2434795426670462 0.13915995551407215 0.035738159092055494
ZTF18aaqgadq 0.07191038 2458251.428864406 -2.1503324564347572 -0.0014620367104986932 0.2014461567159742 0.16858202069652803 0.03674498255225094
ZTF18aaqkjuw 0.09656397 2458432.3333771443 0.23695522209388117 0.13132512577325375 0.1964272044133395 0.23467048414438768 0.030640189586011883
ZTF18aaqkqxi 0.07609885 2458249.6650102916 0.09546134927093701 0.046802037205631156 0.13231069059111178 0.12139886783475913 0.028608840266865266
ZTF18aaqpjja 0.06235965 2458254.2402939172 1.1083785828046673 -0.006951007085757996 0.39507832610979676 0.6628235147505056 0.040095364286812665
ZTF18aaqpkvx 0.08422649 2458249.4550581966 4.547454778954567 0.23882432706309079 1.334469654597342 2.4198603678506854 0.08808838853785593
ZTF18aarbgdn 0.04449056 2458244.9322699406 -0.15566833819908332 0.004447919244046028 0.11670232657343149 0.1477351913976247 0.02807820753863439
ZTF18aarbify 0.08116088 2458247.7997484435 -1.568026818307258 0.018084980714168822 0.3686078628525138 0.37965692240423315 0.03421503079195595
ZTF18aarcypa 0.03203689 2458253.8776890584 -3.058895661594798 0.06235561464548866 0.25750181870535016 0.2815294194267256 0.06580270638199939
ZTF18aaripcr 0.03414708 2458263.0567358723 1.044069199362331 -0.08597887185278857 0.07793192565441132 0.0821686158658919 0.028283873976605513
ZTF18aarldnh 0.1077247 2458257.9075045628 -0.3636294720763474 0.047848328067662566 0.1827242837753147 0.21911213650140204 0.03495770236245451
ZTF18aaroihe 0.04825287 2458259.6643627905 -1.9796145342402724 -0.0005138772477366054 0.07735304534435272 0.06804449753352787 0.027906612218361434
ZTF18aartjmf 0.0878217 2458325.378022032 0.37348057730619033 -0.08979475481545948 0.2780941657256335 0.3283814253511098 0.04040782320977877
ZTF18aarymnz 0.022922 2458232.393681286 0.7451807721738668 0.04564406548927496 0.09961431892588735 0.11663268882998493 0.028927745539079557
ZTF18aasdted 0.01815375 2458265.809644288 0.7214217792299736 0.11094753649842357 0.029791149543598294 0.023232346467052047 0.026354841475643168
ZTF18aasesgl 0.08578687 2458258.774383572 -0.28506222317466734 0.2030738030168068 0.12736936355940998 0.12937783449659856 0.031043559955802606
ZTF18aasprui 0.03796067 2458348.242543858 -2.1133488956402515 0.018178364907487365 0.07980061764828861 0.05680341087240257 0.02732173076214364
ZTF18aasrssa 0.03011233 2458257.312465802 -0.9046479109774198 0.518522411364883 0.34223081870004535 0.6325553175582224 0.05650792641597546
ZTF18aataafd 0.07699823 2458260.6492687813 -0.9387826563383371 -0.0816561785295665 0.109854681417346 0.11182920323555508 0.030572028977426013
ZTF18aaudfnk 0.1005201 2458264.177335836 -1.1614864736089452 -0.12012162266449462 0.0659390315413475 0.12501651199699743 0.03176278722090229
ZTF18aauhxce 0.0830808 2458271.0175761795 0.9975530596931123 0.1410320621733764 0.12142089032568038 0.15940166033192837 0.030999620996949254
ZTF18aauizcr 0.03384244 2458266.925672059 -1.517942200689536 -0.03724373085586541 0.07495703641325235 0.09909156169401233 0.03010962227045447
ZTF18aaumeys 0.03654838 2458267.634634919 0.676726604279419 -0.03427075275576535 0.036596456775441766 0.03898438374091098 0.02676813064269304
ZTF18aaumlfl 0.08737274 2458266.1016036114 -1.0671862938956747 -0.09498564181716233 0.06972933141514659 0.09910046968664292 0.029589884724277666
ZTF18aaunfqq 0.07108651 2458268.2606343427 -1.0390893348265773 0.0029355376510806544 0.0615281262435019 0.06986557128909564 0.028184644580550422
ZTF18aauvnhh 0.05830778 2458262.8543871953 -1.0185780667662077 0.21142859615779158 0.12966928631067276 0.16593325486340896 0.03316724108425485
ZTF18aauworo 0.04981421 2458270.4793969435 0.021851656372037814 -0.04859837687673015 0.12806050782091916 0.13021515514419502 0.030853631371468748
ZTF18aauxltf 0.05862162 2458260.885245758 0.15513120583416656 -0.033146593835610805 0.13026164169423282 0.1388678846432253 0.02949794270265274
ZTF18aavnxar 0.08503866 2458268.7704398083 0.25877687381265047 0.011244198185956145 0.15781918819993734 0.1474068797673447 0.03024914930185881
ZTF18aavrwhu 0.06201363 2458276.343153682 0.7235228539952472 -0.029405507555756195 0.06267361296340823 0.08211778483731028 0.0269613985384708
ZTF18aawczad 0.06823571 2458267.238221344 -0.3868532694758504 0.0908510895416521 0.1552311002742499 0.1302049572875327 0.03110295256400832
ZTF18aawdpnm 0.04389802 2458273.4921515957 -0.48512583288986616 0.07406036264269099 0.13443601340986788 0.12087971534850267 0.02857002149955364
ZTF18aawmxdx 0.04252644 2458472.059177359 -1.9071196973527982 -0.043939981384752164 0.22204442974179983 0.19738607012867218 0.049586272097738235
ZTF18aawurud 0.053073 2458326.9748780304 0.005181999210930806 0.12856453143316565 0.041825318709015846 0.040631863774740026 0.02715438750229956
ZTF18aawxlxf 0.08212955 2458276.944072637 0.008391815735993543 -0.0120052537976362 0.1671692340169102 0.25340371697302305 0.029406750643255753
ZTF18aaxcfbt 0.06811125 2458278.4770602747 0.14168258550169313 -0.06286724268791619 0.11415632534772158 0.19951166936968004 0.02781210495755168
ZTF18aaxcntm 0.02679243 2458279.66614106 -1.3873711683594192 0.025595022645370058 0.03210888430476189 0.03478940605905195 0.026543857525250326
ZTF18aaxdrjn 0.03391414 2458279.703123146 -2.0393396521094913 -0.036212460758273286 0.06501851184293628 0.07984516695314253 0.02801776144722328
ZTF18aaxnkos 0.06282137 2458283.565030688 -0.41088109968451786 0.024344333986566147 0.1610566454473883 0.22341095696913318 0.02919188109190095
ZTF18aaxvpsw 0.09156192 2458287.6901062545 0.09870767764028818 -0.022240370214974988 0.07141906209290028 0.0863954149864699 0.028410708646062086
ZTF18aaxxewy 0.07998238 2458283.617956238 -0.2502083516349844 -0.06382160299371067 0.14792834385298193 0.19236827796377695 0.030804891895226078
ZTF18aaxxfah 0.05672902 2458274.7056117253 -0.19592179350936487 0.1191295763355678 0.2736301482655108 0.2654377967199167 0.03238646716107112
ZTF18aayiahw 0.06368332 2458290.203020006 -0.2625868239076443 0.38043388412887186 0.29987632669508457 0.48190863968783554 0.06104890065489519
ZTF18aayivoq 0.07924838 2458286.377266964 -0.9245332215314365 -0.013565369783328361 0.22541162627749145 0.2827185179625744 0.03332989749360255
ZTF18aayivxm 0.08753328 2458293.885204803 2.084393996448635 0.019495298903325384 0.28951691510155797 0.3920890972287331 0.036675618388067786
ZTF18aayjvve 0.04726618 2458292.6621273207 -0.1072280342002962 0.06632487093692178 0.03508775448426604 0.049263492117489836 0.0268423480722195
ZTF18aaykmzg 0.05615117 2458262.715127982 -2.220600575611417 -0.21160162636178564 1.0822490737773478 0.43139868164022094 0.10496848972362344
ZTF18aaykuzt 0.100831 2458285.7506217626 2.145865646397069 0.5280417980793985 0.5572829600423574 0.6370445618006698 0.0424371230656361
ZTF18aaylcvo 0.04446448 2458269.2593693314 1.0163281253989798 0.33073456490704006 0.22758458857424557 0.20855469781467745 0.033346617485493654
ZTF18aazblzy 0.065039 2458291.936529487 -2.4295503483004857 -0.08299904902463205 0.04391605663113296 0.05752186206180221 0.027427933039776826
ZTF18aazcoob 0.08427000659663189 2458295.7073241435 0.3165840059423435 0.04834161021779954 0.09195718006230891 0.1082666780580203 0.02883096877884539
ZTF18aazgfkq 0.026813928733338762 2458289.7216911674 -1.498992725130965 -0.050251808545129645 0.1825091962236911 0.2886662708813858 0.0309099141895437
ZTF18aazhwnh 0.09071805 2458287.2734477664 -2.1379899402783598 -0.06575968526168702 0.17549716378562152 0.2180901500140601 0.035349660257926505
ZTF18aazixbw 0.059455959387324966 2458292.4017297155 -1.6088640050456322 0.032587298908127414 0.047638009302318096 0.06302931094597974 0.027100624825802243
ZTF18aazjztm 0.07206996 2458291.721618784 -1.441826605918486 0.04622037124238946 0.062019303208217025 0.08163038994455682 0.027890436409671503
ZTF18abauprj 0.024167 2458302.5015026634 1.3066135486142596 -0.014508190846492323 0.030378638533875346 0.027244359950632565 0.026329515219061957
ZTF18abbodly 0.01658821848315228 2458278.129733417 -0.4377968573452098 0.31783458926331165 0.06180430646054447 0.06795834992696419 0.028694285507264078
ZTF18abbpeqo 0.06678188 2458301.098677567 -0.08129330895053336 0.03912405800913062 0.03766623814590275 0.04806355684678698 0.027123808644260356
ZTF18abcdzyc 0.05572366 2458300.144590884 -1.8515587004686895 -0.0018340248842862305 0.12875850591808558 0.2390811112483777 0.03121119661032869
ZTF18abcicrq 0.10558318689152883 2458299.8264783183 0.8899442882164914 -0.12267795025706997 0.39290579804219306 0.505907989903431 0.04308780672342336
ZTF18abckujq 0.06382665 2458305.223776654 0.8431745982578596 -0.01869160258480994 0.1533341824542731 0.17563299906861612 0.0316732342756763
ZTF18abcpolh 0.03512064 2458304.0922552473 -0.4879754029504232 0.17786455868010856 0.13354905508458614 0.15441796359725163 0.03472249634096112
ZTF18abcrtnq 0.1015124 2458302.7770856903 0.6242598924625462 -0.0500252899989175 0.4965896524954587 0.5861230216648763 0.04038174108059277
ZTF18abcrxoj 0.03086616 2458306.6380539634 -1.2042814946918308 0.012852198042235244 0.037145236507058144 0.0428093320683059 0.02661715412899128
ZTF18abcryxz 0.06460381 2458302.274153014 1.4500910340128617 0.0012912400144995438 1.918949485057965 2.116550724820845 0.07857529525370825
ZTF18abcxyjp 0.04215854 2458305.4034135747 0.14964737016442362 0.060384235332053615 0.09678232576698065 0.11214431770540298 0.028105075996057563
ZTF18abdfaqi 0.04827984 2458310.2759533864 0.31053073007094917 -0.046462999700497394 0.07856805087067187 0.09125260282423575 0.02817284751847339
ZTF18abdgwxn 0.0634603 2458306.699681449 -2.1299249410242638 0.040806661094700554 0.09739756979979575 0.15002203981470685 0.028011583385719508
ZTF18abdiqdh 0.03834132 2458315.133115222 1.3446158337868597 0.10478845359191781 0.15297237783670425 0.42057194742810716 0.054532910557477755
ZTF18abdmgab 0.080282 2458311.929061779 -2.0921973842387396 0.0959634918188221 0.1352907191030681 0.2343122417223628 0.0307031177107712
ZTF18abdrmin 0.05153504 2458316.4740449423 -1.415942115155815 0.0062995324152988535 0.12416233052499592 0.10103113844011957 0.02973263505363341
ZTF18abealop 0.06658341 2458316.2419201923 0.37407388090585086 0.33297747792533994 0.10920934192836285 0.14158800739593486 0.029733865795054767
ZTF18abetehf 0.06492737 2458318.60025777 -1.3968950726136784 -0.079649689497953 0.05881416494958103 0.07630791953100569 0.027917039528753986
ZTF18abetejo 0.06337692 2458314.989137271 -2.560712555852194 0.04764135464039887 0.23274349700659513 0.31030622091169774 0.04281971114274579
ZTF18abfhaji 0.101598 2458321.901176262 0.06965101083691509 -0.07127247071566528 0.05614058580249548 0.06789275347651506 0.02945267240221428
ZTF18abgkjff 0.04490508 2458327.987715393 0.6920611209542741 -0.00594158173516285 0.1759742817375809 0.1661802291998454 0.029866809455450352
ZTF18abgmcmv 0.018523 2458329.125268773 0.9950244136671461 0.6363866098814981 0.0239969277754426 0.022182738577855923 0.02594142636354876
ZTF18abgqkpc 0.1082427 2458320.036510193 -0.15640649282690935 -0.06612029026945215 0.36147720739245415 0.3690896883046066 0.048716242052920994
ZTF18abhpzig 0.012997859603083656 2458330.2706504264 -0.6068597676812034 0.1589001567578645 0.06939433002844453 0.061588067704859674 0.0301192076673576
ZTF18abiinnl 0.02360828048024588 2458331.027540056 0.009689877144927462 -0.011515765239855418 0.0602337303571403 0.06633996143701253 0.029346294546595125
ZTF18abiirfq 0.04990525 2458332.164670505 -1.049205874077025 -0.032072618707155005 0.4606545539572835 0.6795168623790969 0.03930730119214306
ZTF18abixkdo 0.03034527 2458329.1735917893 -2.1938959928399853 0.04461882184561701 0.15961275505833328 0.1394043663288632 0.031195817112283763
ZTF18abjrznx 0.02397958 2458314.3212031075 -1.5552088362804313 0.329561512311422 0.6056183909531683 0.2669203198026299 0.07870746634677231
ZTF18abjtgdo 0.07392846 2458337.1999174803 -0.47018351233347383 0.010084012760158903 0.09175989450886846 0.10364159452098398 0.02843922660181354
ZTF18abjvhec 0.0569001 2458340.7274173596 0.7016601089971582 -0.04362681342574385 0.08965574973262846 0.1286588018723931 0.02838850903374756
ZTF18abjvzxx 0.05033761 2458332.402243479 -1.2033684317335294 0.07018187736110648 0.2954324805177748 0.2788938713162311 0.03297225465784121
ZTF18abkhcrj 0.038230300000000016 2458343.4607869443 0.9206746549071277 0.22838376160788337 0.05298914946615696 0.05234177635870923 0.02799547533584961
ZTF18abkhcwl 0.03164368 2458344.821816836 0.09681880648601586 -0.07717834636055565 0.03283954714424908 0.03686239166580431 0.026655951027545255
ZTF18abkigee 0.09507864 2458342.7169309827 1.2873610710386472 -0.0031417705901513157 0.16719480976462364 0.206464354825216 0.033983649957163145
ZTF18abklaoj 0.02795989 2458329.7764015114 -2.935996284788986 -0.015403072732040253 6.227254111552611 3.0250546928346203 0.22606473001625021
ZTF18abkudjo 0.0921574 2458345.9515785943 1.29508624165381 0.019356951649333366 0.3035420128144324 0.37692456295727894 0.03769399858338079
ZTF18ablmflp 0.0426961 2458345.850025018 -0.06763652467947712 0.2670910763647198 0.151743542868644 0.2209741079203849 0.03020986966291518
ZTF18ablongw 0.08181214 2458345.967078372 -0.19608024450850814 0.12882034099484943 0.20078378496691585 0.15194170638895033 0.032577844363175776
ZTF18ablqhqx 0.1104296 2458348.8805071525 -0.12570962502473965 -0.07314549526271671 78.22441399679519 66.01004977930637 2.3955215339998523
